transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification,bank_amount,bank_settlement_date,ledger_amount,posting_date,bank_record_count,eur_rate,amount_eur,bank_difference,ledger_difference,settlement_days,anomaly_score,is_anomaly,reconciliation_status
TX-100550,C-1109,P-01,2026-07-09,2026-07-11,239.87,EUR,Refund,Consumer,239.87,2026-07-11,239.87,2026-07-11,1,1.0,239.87,0.0,0.0,2.0,44.0,False,Matched
TX-100551,C-1060,P-02,2026-07-12,2026-07-14,375.23,EUR,Refund,EMIR,375.23,2026-07-14,375.23,2026-07-14,1,1.0,375.23,0.0,0.0,2.0,44.7,False,Matched
TX-100552,C-1051,P-03,2026-07-21,2026-07-22,127.09,EUR,Transfer,Consumer,127.09,2026-07-22,127.09,2026-07-22,1,1.0,127.09,0.0,0.0,1.0,48.1,False,Matched
TX-100553,C-1114,P-01,2026-07-10,2026-07-11,848.9,EUR,Refund,Operational,848.9,2026-07-11,848.9,2026-07-11,1,1.0,848.9,0.0,0.0,1.0,55.7,False,Matched
TX-100554,C-1028,P-02,2026-07-04,2026-07-06,375.7,EUR,Card payment,Operational,375.7,2026-07-06,375.7,2026-07-06,1,1.0,375.7,0.0,0.0,2.0,44.7,False,Matched
TX-100555,C-1057,P-02,2026-07-20,2026-07-22,458.96,GBP,Refund,Operational,458.96,2026-07-22,458.96,2026-07-22,1,1.18,541.57,0.0,0.0,2.0,49.9,False,Matched
TX-100556,C-1005,P-02,2026-07-23,2026-07-24,178.42,EUR,Card payment,EMIR,178.42,2026-07-24,178.42,2026-07-24,1,1.0,178.42,0.0,0.0,1.0,44.4,False,Matched
TX-100557,C-1071,P-01,2026-07-12,2026-07-14,150.79,EUR,Transfer,EMIR,150.79,2026-07-14,150.79,2026-07-14,1,1.0,150.79,0.0,0.0,2.0,44.1,False,Matched
TX-100558,C-1050,P-01,2026-07-14,2026-07-15,222.11,EUR,Refund,PSD2,222.11,2026-07-15,222.11,2026-07-15,1,1.0,222.11,0.0,0.0,1.0,43.2,False,Matched
TX-100559,C-1113,P-01,2026-07-11,2026-07-13,356.28,EUR,Transfer,Operational,356.28,2026-07-13,356.28,2026-07-13,1,1.0,356.28,0.0,0.0,2.0,44.6,False,Matched
TX-100560,C-1093,P-02,2026-07-05,2026-07-06,1202.49,EUR,Refund,PSD2,1202.49,2026-07-06,1202.49,2026-07-06,1,1.0,1202.49,0.0,0.0,1.0,62.1,True,Matched
TX-100561,C-1107,P-01,2026-07-18,2026-07-19,272.25,EUR,Transfer,Operational,272.25,2026-07-19,272.25,2026-07-19,1,1.0,272.25,0.0,0.0,1.0,43.5,False,Matched
TX-100562,C-1114,P-01,2026-07-05,2026-07-07,76.75,EUR,Transfer,Operational,76.75,2026-07-07,76.75,2026-07-07,1,1.0,76.75,0.0,0.0,2.0,50.1,False,Matched
TX-100563,C-1096,P-01,2026-07-21,2026-07-22,365.84,EUR,Refund,Operational,365.84,2026-07-22,365.84,2026-07-22,1,1.0,365.84,0.0,0.0,1.0,45.3,False,Matched
TX-100564,C-1094,P-02,2026-07-06,2026-07-08,201.16,EUR,Transfer,Operational,201.16,2026-07-08,201.16,2026-07-08,1,1.0,201.16,0.0,0.0,2.0,44.3,False,Matched
TX-100565,C-1063,P-01,2026-07-05,2026-07-06,139.21,EUR,Transfer,EMIR,139.21,2026-07-06,139.21,2026-07-06,1,1.0,139.21,0.0,0.0,1.0,44.4,False,Matched
TX-100566,C-1067,P-02,2026-07-02,2026-07-03,255.42,GBP,Card payment,EMIR,255.42,2026-07-03,255.42,2026-07-03,1,1.18,301.4,0.0,0.0,1.0,44.1,False,Matched
TX-100567,C-1008,P-01,2026-07-08,2026-07-10,196.69,EUR,Refund,PSD2,196.69,2026-07-10,196.69,2026-07-10,1,1.0,196.69,0.0,0.0,2.0,43.3,False,Matched
TX-100568,C-1071,P-03,2026-07-07,2026-07-09,446.72,EUR,Transfer,Consumer,446.72,2026-07-09,446.72,2026-07-09,1,1.0,446.72,0.0,0.0,2.0,47.7,False,Matched
TX-100569,C-1050,P-01,2026-07-19,2026-07-20,708.52,GBP,Refund,Operational,708.52,2026-07-20,708.52,2026-07-20,1,1.18,836.05,0.0,0.0,1.0,55.2,False,Matched
TX-100570,C-1029,P-03,2026-07-08,2026-07-10,99.42,EUR,Refund,Consumer,99.42,2026-07-10,99.42,2026-07-10,1,1.0,99.42,0.0,0.0,2.0,48.7,False,Matched
TX-100571,C-1040,P-01,2026-07-15,2026-07-17,337.65,EUR,Card payment,Operational,337.65,2026-07-17,337.65,2026-07-17,1,1.0,337.65,0.0,0.0,2.0,44.3,False,Matched
TX-100572,C-1111,P-01,2026-07-21,2026-07-22,367.17,EUR,Card payment,Consumer,367.17,2026-07-22,367.17,2026-07-22,1,1.0,367.17,0.0,0.0,1.0,45.5,False,Matched
TX-100573,C-1078,P-02,2026-07-11,2026-07-12,330.25,EUR,Refund,Operational,330.25,2026-07-12,330.25,2026-07-12,1,1.0,330.25,0.0,0.0,1.0,44.1,False,Matched
TX-100574,C-1041,P-02,2026-07-19,2026-07-21,79.39,EUR,Refund,Consumer,79.39,2026-07-21,79.39,2026-07-21,1,1.0,79.39,0.0,0.0,2.0,50.3,False,Matched
TX-100575,C-1089,P-03,2026-07-19,2026-07-21,266.55,EUR,Card payment,EMIR,266.55,2026-07-21,266.55,2026-07-21,1,1.0,266.55,0.0,0.0,2.0,45.5,False,Matched
TX-100576,C-1097,P-02,2026-07-02,2026-07-03,1283.38,USD,Transfer,EMIR,1283.38,2026-07-03,1283.38,2026-07-03,1,0.92,1180.71,0.0,0.0,1.0,61.6,True,Matched
TX-100577,C-1044,P-03,2026-07-20,2026-07-22,582.19,EUR,Card payment,Operational,582.19,2026-07-22,582.19,2026-07-22,1,1.0,582.19,0.0,0.0,2.0,52.2,False,Matched
TX-100578,C-1056,P-02,2026-07-02,2026-07-03,103.85,EUR,Transfer,PSD2,103.85,2026-07-03,103.85,2026-07-03,1,1.0,103.85,0.0,0.0,1.0,48.3,False,Matched
TX-100579,C-1042,P-01,2026-07-13,2026-07-14,374.12,USD,Refund,Consumer,374.12,2026-07-14,374.12,2026-07-14,1,0.92,344.19,0.0,0.0,1.0,44.5,False,Matched
TX-100580,C-1007,P-02,2026-07-14,2026-07-15,143.81,EUR,Refund,PSD2,143.81,2026-07-15,143.81,2026-07-15,1,1.0,143.81,0.0,0.0,1.0,45.6,False,Matched
TX-100581,C-1030,P-01,2026-07-19,2026-07-20,96.09,EUR,Card payment,PSD2,96.09,2026-07-20,96.09,2026-07-20,1,1.0,96.09,0.0,0.0,1.0,48.7,False,Matched
TX-100582,C-1048,P-03,2026-07-17,2026-07-19,188.52,EUR,Card payment,PSD2,188.52,2026-07-19,188.52,2026-07-19,1,1.0,188.52,0.0,0.0,2.0,45.5,False,Matched
TX-100583,C-1035,P-01,2026-07-16,2026-07-17,406.21,EUR,Card payment,Operational,406.21,2026-07-17,406.21,2026-07-17,1,1.0,406.21,0.0,0.0,1.0,46.8,False,Matched
TX-100584,C-1053,P-03,2026-07-13,2026-07-14,98.58,EUR,Refund,Operational,98.58,2026-07-14,98.58,2026-07-14,1,1.0,98.58,0.0,0.0,1.0,48.7,False,Matched
TX-100585,C-1055,P-01,2026-07-18,2026-07-20,246.34,EUR,Card payment,Operational,246.34,2026-07-20,246.34,2026-07-20,1,1.0,246.34,0.0,0.0,2.0,43.9,False,Matched
TX-100586,C-1053,P-01,2026-07-21,2026-07-23,208.84,EUR,Refund,Consumer,208.84,2026-07-23,208.84,2026-07-23,1,1.0,208.84,0.0,0.0,2.0,43.1,False,Matched
TX-100587,C-1110,P-02,2026-07-09,2026-07-11,211.63,GBP,Transfer,Operational,211.63,2026-07-11,211.63,2026-07-11,1,1.18,249.72,0.0,0.0,2.0,43.5,False,Matched
TX-100588,C-1088,P-01,2026-07-02,2026-07-04,140.86,USD,Refund,EMIR,140.86,2026-07-04,140.86,2026-07-04,1,0.92,129.59,0.0,0.0,2.0,44.8,False,Matched
TX-100589,C-1097,P-02,2026-07-23,2026-07-25,116.34,EUR,Transfer,PSD2,116.34,2026-07-25,116.34,2026-07-25,1,1.0,116.34,0.0,0.0,2.0,47.3,False,Matched
TX-100590,C-1040,P-03,2026-07-11,2026-07-13,251.12,EUR,Refund,PSD2,251.12,2026-07-13,,,1,1.0,251.12,0.0,,2.0,45.6,False,Unmatched
TX-100591,C-1038,P-01,2026-07-06,2026-07-08,118.95,USD,Card payment,EMIR,118.95,2026-07-08,118.95,2026-07-08,1,0.92,109.43,0.0,0.0,2.0,46.6,False,Matched
TX-100592,C-1111,P-01,2026-07-08,2026-07-10,286.7,EUR,Card payment,EMIR,286.7,2026-07-10,286.7,2026-07-10,1,1.0,286.7,0.0,0.0,2.0,42.3,False,Matched
TX-100593,C-1096,P-01,2026-07-21,2026-07-23,204.66,USD,Card payment,Consumer,204.66,2026-07-23,204.66,2026-07-23,1,0.92,188.29,0.0,0.0,2.0,43.5,False,Matched
TX-100594,C-1068,P-03,2026-07-05,2026-07-07,348.13,EUR,Transfer,Operational,348.13,2026-07-07,348.13,2026-07-07,1,1.0,348.13,0.0,0.0,2.0,45.0,False,Matched
TX-100595,C-1025,P-01,2026-07-04,2026-07-06,195.39,GBP,Card payment,EMIR,195.39,2026-07-06,195.39,2026-07-06,1,1.18,230.56,0.0,0.0,2.0,43.6,False,Matched
TX-100596,C-1052,P-01,2026-07-23,2026-07-25,531.61,EUR,Transfer,PSD2,531.61,2026-07-25,531.61,2026-07-25,1,1.0,531.61,0.0,0.0,2.0,47.5,False,Matched
TX-100597,C-1025,P-03,2026-07-19,2026-07-21,738.51,EUR,Card payment,Operational,738.51,2026-07-21,738.51,2026-07-21,1,1.0,738.51,0.0,0.0,2.0,56.1,True,Matched
TX-100598,C-1080,P-02,2026-07-13,2026-07-15,267.85,EUR,Transfer,Operational,259.1,2026-07-15,267.85,2026-07-15,1,1.0,267.85,-8.75,0.0,2.0,43.7,False,Mismatch
TX-100599,C-1064,P-03,2026-07-07,2026-07-09,87.81,EUR,Refund,Operational,87.81,2026-07-09,87.81,2026-07-09,1,1.0,87.81,0.0,0.0,2.0,50.1,False,Matched
TX-100600,C-1085,P-02,2026-07-10,2026-07-11,458.78,USD,Transfer,Consumer,458.78,2026-07-11,458.78,2026-07-11,1,0.92,422.08,0.0,0.0,1.0,45.7,False,Matched
TX-100601,C-1082,P-03,2026-07-12,2026-07-14,653.51,EUR,Card payment,Consumer,653.51,2026-07-14,653.51,2026-07-14,1,1.0,653.51,0.0,0.0,2.0,53.3,False,Matched
TX-100602,C-1022,P-02,2026-07-17,2026-07-18,185.22,EUR,Card payment,Consumer,185.22,2026-07-18,185.22,2026-07-18,1,1.0,185.22,0.0,0.0,1.0,43.8,False,Matched
TX-100603,C-1109,P-03,2026-07-02,2026-07-04,496.82,EUR,Card payment,Operational,496.82,2026-07-04,496.82,2026-07-04,1,1.0,496.82,0.0,0.0,2.0,49.4,False,Matched
TX-100604,C-1115,P-01,2026-07-20,2026-07-21,81.35,USD,Refund,PSD2,81.35,2026-07-21,81.35,2026-07-21,1,0.92,74.84,0.0,0.0,1.0,51.8,False,Matched
TX-100605,C-1016,P-03,2026-07-14,2026-07-16,189.33,EUR,Card payment,PSD2,189.33,2026-07-16,189.33,2026-07-16,1,1.0,189.33,0.0,0.0,2.0,45.5,False,Matched
TX-100606,C-1084,P-01,2026-07-10,2026-07-11,109.93,EUR,Card payment,PSD2,109.93,2026-07-11,109.93,2026-07-11,1,1.0,109.93,0.0,0.0,1.0,47.4,False,Matched
TX-100607,C-1013,P-03,2026-07-19,2026-07-21,1050.91,EUR,Transfer,Operational,1050.91,2026-07-21,1050.91,2026-07-21,1,1.0,1050.91,0.0,0.0,2.0,61.9,True,Matched
TX-100608,C-1103,P-02,2026-07-05,2026-07-07,620.34,EUR,Card payment,EMIR,620.34,2026-07-07,620.34,2026-07-07,1,1.0,620.34,0.0,0.0,2.0,52.6,False,Matched
TX-100609,C-1067,P-01,2026-07-22,2026-07-24,461.13,EUR,Card payment,Consumer,461.13,2026-07-24,461.13,2026-07-24,1,1.0,461.13,0.0,0.0,2.0,48.3,False,Matched
TX-100610,C-1079,P-02,2026-07-12,2026-07-14,105.06,EUR,Card payment,PSD2,105.06,2026-07-14,105.06,2026-07-14,1,1.0,105.06,0.0,0.0,2.0,47.3,False,Matched
TX-100611,C-1106,P-03,2026-07-14,2026-07-15,67.01,GBP,Transfer,PSD2,67.01,2026-07-15,67.01,2026-07-15,1,1.18,79.07,0.0,0.0,1.0,50.8,False,Matched
TX-100612,C-1099,P-03,2026-07-09,2026-07-11,20.64,GBP,Card payment,EMIR,20.64,2026-07-11,20.64,2026-07-11,1,1.18,24.36,0.0,0.0,2.0,55.8,False,Matched
TX-100613,C-1104,P-03,2026-07-09,2026-07-10,345.57,EUR,Card payment,EMIR,345.57,2026-07-10,345.57,2026-07-10,1,1.0,345.57,0.0,0.0,1.0,48.7,False,Matched
TX-100614,C-1046,P-01,2026-07-06,2026-07-08,79.36,GBP,Card payment,Operational,79.36,2026-07-08,79.36,2026-07-08,1,1.18,93.64,0.0,0.0,2.0,48.3,False,Matched
TX-100615,C-1086,P-03,2026-07-21,2026-07-23,50.1,EUR,Refund,Consumer,50.1,2026-07-23,50.1,2026-07-23,1,1.0,50.1,0.0,0.0,2.0,53.3,False,Matched
TX-100616,C-1081,P-01,2026-07-12,2026-07-13,263.85,EUR,Refund,EMIR,263.85,2026-07-13,263.85,2026-07-13,1,1.0,263.85,0.0,0.0,1.0,43.6,False,Matched
TX-100617,C-1068,P-01,2026-07-10,2026-07-11,398.82,USD,Card payment,PSD2,398.82,2026-07-11,398.82,2026-07-11,1,0.92,366.91,0.0,0.0,1.0,45.5,False,Matched
TX-100618,C-1090,P-02,2026-07-16,2026-07-17,108.77,GBP,Card payment,EMIR,108.77,2026-07-17,108.77,2026-07-17,1,1.18,128.35,0.0,0.0,1.0,45.6,False,Matched
TX-100619,C-1013,P-02,2026-07-23,2026-07-24,210.12,EUR,Card payment,EMIR,210.12,2026-07-24,210.12,2026-07-24,1,1.0,210.12,0.0,0.0,1.0,43.8,False,Matched
TX-100620,C-1111,P-01,2026-07-15,2026-07-16,320.67,USD,Refund,EMIR,320.67,2026-07-16,320.67,2026-07-16,1,0.92,295.02,0.0,0.0,1.0,43.7,False,Matched
TX-100621,C-1045,P-03,2026-07-21,2026-07-22,144.53,EUR,Card payment,PSD2,144.53,2026-07-22,144.53,2026-07-22,1,1.0,144.53,0.0,0.0,1.0,48.1,False,Matched
TX-100622,C-1110,P-03,2026-07-09,2026-07-11,168.73,EUR,Transfer,EMIR,168.73,2026-07-11,168.73,2026-07-11,1,1.0,168.73,0.0,0.0,2.0,45.4,False,Matched
TX-100623,C-1101,P-02,2026-07-12,2026-07-14,146.59,EUR,Transfer,PSD2,146.59,2026-07-14,146.59,2026-07-14,1,1.0,146.59,0.0,0.0,2.0,45.8,False,Matched
TX-100624,C-1080,P-01,2026-07-21,2026-07-22,202.03,EUR,Refund,EMIR,202.03,2026-07-22,202.03,2026-07-22,1,1.0,202.03,0.0,0.0,1.0,43.5,False,Matched
TX-100625,C-1015,P-01,2026-07-15,2026-07-17,236.7,USD,Card payment,PSD2,236.7,2026-07-17,236.7,2026-07-17,1,0.92,217.76,0.0,0.0,2.0,43.0,False,Matched
TX-100626,C-1045,P-02,2026-07-14,2026-07-15,164.11,GBP,Refund,EMIR,164.11,2026-07-15,164.11,2026-07-15,1,1.18,193.65,0.0,0.0,1.0,43.4,False,Matched
TX-100627,C-1022,P-02,2026-07-02,2026-07-04,447.94,EUR,Transfer,Consumer,447.94,2026-07-04,447.94,2026-07-04,1,1.0,447.94,0.0,0.0,2.0,47.0,False,Matched
TX-100628,C-1115,P-02,2026-07-21,2026-07-22,679.84,EUR,Transfer,Operational,679.84,2026-07-22,679.84,2026-07-22,1,1.0,679.84,0.0,0.0,1.0,50.3,False,Matched
TX-100629,C-1020,P-02,2026-07-12,2026-07-14,319.42,USD,Card payment,PSD2,319.42,2026-07-14,319.42,2026-07-14,1,0.92,293.87,0.0,0.0,2.0,43.0,False,Matched
TX-100630,C-1071,P-01,2026-07-23,2026-07-24,752.26,GBP,Transfer,EMIR,752.26,2026-07-24,752.26,2026-07-24,1,1.18,887.67,0.0,0.0,1.0,57.7,True,Matched
TX-100631,C-1025,P-02,2026-07-05,2026-07-06,445.49,USD,Refund,Operational,445.49,2026-07-06,445.49,2026-07-06,1,0.92,409.85,0.0,0.0,1.0,45.3,False,Matched
TX-100632,C-1025,P-01,2026-07-07,2026-07-08,144.48,EUR,Transfer,Consumer,144.48,2026-07-08,144.48,2026-07-08,1,1.0,144.48,0.0,0.0,1.0,43.8,False,Matched
TX-100633,C-1016,P-01,2026-07-12,2026-07-13,182.71,EUR,Transfer,PSD2,182.71,2026-07-13,182.71,2026-07-13,1,1.0,182.71,0.0,0.0,1.0,42.8,False,Matched
TX-100634,C-1027,P-03,2026-07-20,2026-07-21,1285.67,EUR,Transfer,PSD2,1285.67,2026-07-21,1285.67,2026-07-21,1,1.0,1285.67,0.0,0.0,1.0,65.0,True,Matched
TX-100635,C-1098,P-01,2026-07-23,2026-07-25,299.56,EUR,Transfer,EMIR,299.56,2026-07-25,299.56,2026-07-25,1,1.0,299.56,0.0,0.0,2.0,42.7,False,Matched
TX-100636,C-1076,P-01,2026-07-13,2026-07-15,572.42,GBP,Transfer,Operational,572.42,2026-07-15,572.42,2026-07-15,1,1.18,675.46,0.0,0.0,2.0,50.0,False,Matched
TX-100637,C-1099,P-03,2026-07-14,2026-07-16,53.35,GBP,Transfer,Consumer,53.35,2026-07-16,53.35,2026-07-16,1,1.18,62.95,0.0,0.0,2.0,51.7,False,Matched
TX-100638,C-1064,P-02,2026-07-23,2026-07-24,497.09,EUR,Transfer,PSD2,497.09,2026-07-24,497.09,2026-07-24,1,1.0,497.09,0.0,0.0,1.0,47.7,False,Matched
TX-100639,C-1034,P-02,2026-07-05,2026-07-07,153.27,EUR,Transfer,PSD2,153.27,2026-07-07,153.27,2026-07-07,1,1.0,153.27,0.0,0.0,2.0,45.0,False,Matched
TX-100640,C-1094,P-02,2026-07-15,2026-07-16,261.98,USD,Transfer,Consumer,261.98,2026-07-16,261.98,2026-07-16,1,0.92,241.02,0.0,0.0,1.0,43.4,False,Matched
TX-100641,C-1065,P-01,2026-07-20,2026-07-21,489.03,EUR,Card payment,Operational,489.03,2026-07-21,489.03,2026-07-21,1,1.0,489.03,0.0,0.0,1.0,47.9,False,Matched
TX-100642,C-1052,P-03,2026-07-16,2026-07-18,193.75,EUR,Refund,PSD2,193.75,2026-07-18,193.75,2026-07-18,1,1.0,193.75,0.0,0.0,2.0,45.5,False,Matched
TX-100643,C-1027,P-03,2026-07-21,2026-07-23,303.35,EUR,Card payment,Consumer,303.35,2026-07-23,303.35,2026-07-23,1,1.0,303.35,0.0,0.0,2.0,44.9,False,Matched
TX-100644,C-1032,P-03,2026-07-15,2026-07-17,177.49,GBP,Card payment,Consumer,177.49,2026-07-17,177.49,2026-07-17,1,1.18,209.44,0.0,0.0,2.0,45.5,False,Matched
TX-100645,C-1006,P-03,2026-07-13,2026-07-15,415.79,USD,Card payment,Consumer,415.79,2026-07-15,415.79,2026-07-15,1,0.92,382.53,0.0,0.0,2.0,45.9,False,Matched
TX-100646,C-1015,P-01,2026-07-21,2026-07-22,243.3,EUR,Card payment,Operational,243.3,2026-07-22,243.3,2026-07-22,1,1.0,243.3,0.0,0.0,1.0,43.1,False,Matched
TX-100647,C-1074,P-03,2026-07-08,2026-07-09,692.26,EUR,Card payment,PSD2,692.26,2026-07-09,692.26,2026-07-09,1,1.0,692.26,0.0,0.0,1.0,54.2,False,Matched
TX-100648,C-1120,P-01,2026-07-07,2026-07-09,173.55,EUR,Transfer,Consumer,173.55,2026-07-09,173.55,2026-07-09,1,1.0,173.55,0.0,0.0,2.0,43.2,False,Matched
TX-100649,C-1076,P-01,2026-07-07,2026-07-08,695.72,EUR,Card payment,Consumer,695.72,2026-07-08,695.72,2026-07-08,1,1.0,695.72,0.0,0.0,1.0,51.6,False,Matched
